"strain","drug","StrainMean_NormLength","mean_NormLength","sd_NormLength","twoSD_pos","twoSD_neg","nice_drug_label2","big_class","moa_class","LowResponder","HighResponder"
"ECA2601","Cadmium dichloride",-77.0960668744908,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"ECA2601","Carbaryl",-36.0521784557214,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"ECA2601","Carboxin",-14.551037547761,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"ECA2601","Chlorfenapyr",112.061335079139,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",1,0
"ECA2601","Chlorothalonil",-24.5558516210048,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"ECA2601","Chlorpyrifos",-27.0452173093386,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"ECA2601","Copper chloride",-39.4855206782992,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"ECA2601","Lead nitrate",-7.34329408233378,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"ECA2601","Malathion",-58.1293601958712,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"ECA2601","Mancozeb",-12.730536091982,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"ECA2601","Methomyl",13.8879253968635,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"ECA2601","Methyl mercury",-97.8604566969376,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"ECA2601","Nickel dichloride",-24.5068771175548,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"ECA2601","Paraquat_250",-47.8961363841479,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"ECA2601","Paraquat_62.5",-71.0384306252751,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"ECA2601","Propoxur",-20.331502592767,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"ECA2601","Pyraclostrobin",49.4964420184017,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"ECA2601","Silver nitrate_250",-48.9756240355383,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"ECA2601","Silver nitrate_7.8",-4.54402905037544,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"ECA2601","Triphenyl phosphate_50",79.5102407102429,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",1,0
"ECA2601","Triphenyl phosphate_6.25",5.98482126846762,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"ECA2601","Zinc dichloride",-13.9984407133979,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"ECA2602","2_4-D",16.6812755615846,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"ECA2602","Aldicarb",-229.71483309302,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,1
"ECA2602","Arsenic trioxide",17.8303005992492,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"ECA2602","Atrazine",-30.7744383307837,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"ECA2602","Cadmium dichloride",4.98387237162554,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"ECA2602","Carbaryl",-37.625405048418,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"ECA2602","Carboxin",-84.2640782548205,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"ECA2602","Chlorfenapyr",-70.6892389831942,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"ECA2602","Chlorothalonil",-1.321024308017,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"ECA2602","Chlorpyrifos",-18.6675792439453,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"ECA2602","Copper chloride",49.4361697398482,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"ECA2602","Lead nitrate",-16.3399810422361,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"ECA2602","Malathion",-67.7993055802673,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"ECA2602","Mancozeb",6.24102527519294,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"ECA2602","Methomyl",4.74746177959937,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"ECA2602","Methyl mercury",48.81499444353,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"ECA2602","Nickel dichloride",1.12847869074936,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"ECA2602","Paraquat_250",4.55079934285761,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"ECA2602","Paraquat_62.5",-31.6385194538675,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"ECA2602","Propoxur",-4.32479874071891,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"ECA2602","Pyraclostrobin",13.1272804170241,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"ECA2602","Silver nitrate_250",12.5386103303547,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"ECA2602","Silver nitrate_7.8",-6.04657034362635,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"ECA2602","Triphenyl phosphate_50",5.67758046206872,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"ECA2602","Triphenyl phosphate_6.25",1.43154245972535,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"ECA2602","Zinc dichloride",-9.34642997911424,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"ECA2603","2_4-D",24.8263098568975,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"ECA2603","Aldicarb",-270.50360095937,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,1
"ECA2603","Arsenic trioxide",8.02593601785736,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"ECA2603","Atrazine",7.47994162396423,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"ECA2603","Cadmium dichloride",-8.14299847344983,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"ECA2603","Carbaryl",-6.5287664005422,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"ECA2603","Carboxin",10.0414693258546,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"ECA2603","Chlorfenapyr",0.436851986598858,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"ECA2603","Chlorothalonil",-18.8977338045093,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"ECA2603","Chlorpyrifos",-18.7771263088638,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"ECA2603","Copper chloride",-11.3232121470717,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"ECA2603","Lead nitrate",3.6051481646323,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"ECA2603","Malathion",-5.58131593738343,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"ECA2603","Mancozeb",5.21368920366244,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"ECA2603","Methomyl",24.7020351649107,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"ECA2603","Methyl mercury",130.805761807068,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"ECA2603","Nickel dichloride",60.5447501195391,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"ECA2603","Paraquat_250",29.4468070326508,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"ECA2603","Paraquat_62.5",14.599980367803,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"ECA2603","Propoxur",7.41272097956492,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"ECA2603","Pyraclostrobin",6.23761376216806,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"ECA2603","Silver nitrate_250",31.9783136478398,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"ECA2603","Silver nitrate_7.8",9.89949176259008,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"ECA2603","Triphenyl phosphate_50",28.9743242973842,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"ECA2603","Triphenyl phosphate_6.25",-0.266773396183173,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"ECA2603","Zinc dichloride",-1.63663070547258,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"ECA2607","2_4-D",77.2013679368027,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",1,0
"ECA2607","Aldicarb",24.7841687619817,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,0
"ECA2607","Arsenic trioxide",-91.3955897984214,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,1
"ECA2607","Atrazine",40.7486505885474,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"ECA2607","Carbaryl",50.8361757087179,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"ECA2607","Carboxin",39.4891539143529,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"ECA2607","Chlorfenapyr",43.2887326746547,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"ECA2607","Chlorothalonil",-3.44517872948595,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"ECA2607","Chlorpyrifos",-24.1827028607009,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"ECA2607","Copper chloride",-43.5033716653017,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"ECA2607","Lead nitrate",-17.0012117577573,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"ECA2607","Malathion",35.2095730778588,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"ECA2607","Methomyl",27.7838112927453,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"ECA2607","Methyl mercury",-122.031754699337,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"ECA2607","Nickel dichloride",64.6053562635478,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
"ECA2607","Paraquat_250",1.72412215174055,3.5612305407088,28.823154147461,61.2075388356309,-54.0850777542133,"Paraquat 250 µM","Herbicide","Redox disruption",0,0
"ECA2607","Paraquat_62.5",-15.5922139530851,-4.40347057181204,40.8606407299267,77.3178108880414,-86.1247520316655,"Paraquat 62.5 µM","Herbicide","Redox disruption",0,0
"ECA2607","Propoxur",7.01471890092667,0.0163981092352304,18.4590721593118,36.9345424278589,-36.9017462093885,"Propoxur","Insecticide","AChE inhibition",0,0
"ECA2607","Pyraclostrobin",-5.10566811429312,2.87245923634161,29.7244082551688,62.3212757466792,-56.576357273996,"Pyraclostrobin","Fungicide","Redox disruption",0,0
"ECA2607","Silver nitrate_250",16.0199678848747,4.762872938844,30.9542099501434,66.6712928391308,-57.1455469614428,"Silver 250 µM","Metal","Other|unknown",0,0
"ECA2607","Silver nitrate_7.8",-19.7651161724575,0.300727690818528,18.0204279621692,36.3415836151568,-35.7401282335198,"Silver 7.8 µM","Metal","Other|unknown",0,0
"ECA2607","Triphenyl phosphate_50",-16.1811883032878,0.953639911324413,37.8710191715565,76.6956782544375,-74.7883984317887,"TPhP 50 µM","Flame Retardant","Other|unknown",0,0
"ECA2607","Triphenyl phosphate_6.25",-1.65176541407499,0.633238813957901,25.1791821639183,50.9916031417946,-49.7251255138788,"TPhP 6.25 µM","Flame Retardant","Other|unknown",0,0
"ECA2607","Zinc dichloride",9.56963164452083,-0.410868990416501,18.8228656570518,37.2348623236871,-38.0566003045201,"Zinc","Metal","Other|unknown",0,0
"ECA2615","2_4-D",-41.5955385346201,0.297240680893414,34.3048980040383,68.90703668897,-68.3125553271832,"2,4-D","Herbicide","Other|unknown",0,0
"ECA2615","Aldicarb",-221.265373825136,-5.48069534679786,66.8955110996989,128.3103268526,-139.271717546196,"Aldicarb","Insecticide","AChE inhibition",0,1
"ECA2615","Arsenic trioxide",29.4609148817083,1.51754432587174,37.8236976208408,77.1649395675533,-74.1298509158098,"Arsenic","Metal","Redox disruption",0,0
"ECA2615","Atrazine",-54.0340330256713,-0.449564132208347,30.1418764523697,59.8341887725311,-60.7333170369478,"Atrazine","Herbicide","Redox disruption",0,0
"ECA2615","Cadmium dichloride",17.9259268213566,0.59012551367972,40.8316675374654,82.2534605886105,-81.0732095612511,"Cadmium","Metal","Redox disruption",0,0
"ECA2615","Carbaryl",7.55901369061108,-0.021581494171306,41.3518761645487,82.6821708349261,-82.7253338232687,"Carbaryl","Insecticide","AChE inhibition",0,0
"ECA2615","Carboxin",-48.0931961395965,-2.34575223270257,47.4918357609118,92.637919289121,-97.3294237545261,"Carboxin","Fungicide","Redox disruption",0,0
"ECA2615","Chlorfenapyr",20.7878579217922,-3.23816143792962,57.5317008232735,111.825240208617,-118.301563084477,"Chlorfenapyr","Insecticide","Redox disruption",0,0
"ECA2615","Chlorothalonil",-7.88621528244873,-0.192007455920102,23.6397289158149,47.0874503757096,-47.4714652875498,"Chlorothalonil","Fungicide","Redox disruption",0,0
"ECA2615","Chlorpyrifos",-7.968176678821,3.23510414151989,31.316415820647,65.867935782814,-59.3977274997742,"Chlorpyrifos","Insecticide","AChE inhibition",0,0
"ECA2615","Copper chloride",34.3170113437145,1.56509946618643,42.9320597169338,87.429218900054,-84.2990199676812,"Copper","Metal","Redox disruption",0,0
"ECA2615","Lead nitrate",15.41490949453,0.278492362231999,19.8697371921976,40.0179667466272,-39.4609820221632,"Lead","Metal","Redox disruption",0,0
"ECA2615","Malathion",-32.4574011327065,-0.961847239793944,41.5336178680084,82.1053884962229,-84.0290829758108,"Malathion","Insecticide","AChE inhibition",0,0
"ECA2615","Mancozeb",16.8230921079454,2.10751094136049,20.0326672994109,42.1728455401823,-37.9578236574613,"Mancozeb","Fungicide","AChE inhibition",0,0
"ECA2615","Methomyl",-2.40375542048091,9.30914167690872,49.9834762191599,109.276094115229,-90.6578107614111,"Methomyl","Insecticide","AChE inhibition",0,0
"ECA2615","Methyl mercury",7.51135855863753,4.84256965590387,70.0528674962311,144.948304648366,-135.263165336558,"Mercury","Metal","Redox disruption",0,0
"ECA2615","Nickel dichloride",85.7894050662316,4.08997990215324,64.5529867163247,133.195953334803,-125.015993530496,"Nickel","Metal","Other|unknown",0,0
